-202.206, -538.208, 22.336, 218.200
-202.486, -540.414, 22.170, 218.600
-202.760, -542.601, 21.964, 219.000
-203.028, -544.767, 21.733, 219.400
-203.290, -546.909, 21.495, 219.800
-203.545, -549.029, 21.263, 220.200
-203.795, -551.128, 21.051, 220.600
-204.039, -553.208, 20.865, 221.000
-204.277, -555.272, 20.708, 221.400
-204.511, -557.322, 20.582, 221.800
-204.741, -559.362, 20.483, 222.200
-204.967, -561.394, 20.407, 222.600
-205.189, -563.420, 20.349, 223.000
-205.407, -565.441, 20.302, 223.400
-205.621, -567.458, 20.260, 223.800
-205.832, -569.470, 20.213, 224.200
-206.038, -571.478, 20.158, 224.600
-206.241, -573.480, 20.087, 225.000
-206.439, -575.473, 19.999, 225.400
-206.633, -577.458, 19.893, 225.800
-206.821, -579.430, 19.770, 226.200
-207.005, -581.391, 19.636, 226.600
-207.184, -583.338, 19.494, 227.000
-207.357, -585.271, 19.351, 227.400
-207.526, -587.190, 19.212, 227.800
-207.690, -589.096, 19.080, 228.200
-207.849, -590.991, 18.959, 228.600
-208.004, -592.874, 18.849, 229.000
-208.154, -594.747, 18.751, 229.400
-208.298, -596.612, 18.662, 229.800
-208.438, -598.468, 18.582, 230.200
-208.573, -600.317, 18.506, 230.600
-208.703, -602.159, 18.432, 231.000
-208.828, -603.994, 18.357, 231.400
-208.948, -605.821, 18.279, 231.800
-209.062, -607.641, 18.196, 232.200
-209.170, -609.452, 18.108, 232.600
-209.273, -611.254, 18.014, 233.000
-209.370, -613.047, 17.915, 233.400
-209.461, -614.830, 17.814, 233.800
-209.546, -616.603, 17.711, 234.200
-209.624, -618.367, 17.608, 234.600
-209.695, -620.120, 17.507, 235.000
-209.759, -621.864, 17.409, 235.400
-209.815, -623.598, 17.314, 235.800
-209.864, -625.324, 17.224, 236.200
-209.904, -627.041, 17.138, 236.600
-209.937, -628.749, 17.055, 237.000
-209.960, -630.450, 16.974, 237.400
-209.973, -632.143, 16.894, 237.800
-209.977, -633.827, 16.814, 238.200
-209.969, -635.504, 16.734, 238.600
-209.948, -637.173, 16.653, 239.000
-209.915, -638.833, 16.570, 239.400
-209.867, -640.484, 16.486, 239.800
-209.800, -642.126, 16.401, 240.200
-209.716, -643.759, 16.315, 240.600
-209.612, -645.382, 16.228, 241.000
-209.488, -646.995, 16.143, 241.400
-209.344, -648.597, 16.059, 241.800
-209.179, -650.189, 15.975, 242.200
-208.994, -651.771, 15.894, 242.600
-208.790, -653.342, 15.813, 243.000
-208.569, -654.903, 15.735, 243.400
-208.331, -656.454, 15.657, 243.800
-208.077, -657.994, 15.579, 244.200
-207.808, -659.524, 15.501, 244.600
-207.524, -661.043, 15.423, 245.000
-207.224, -662.551, 15.345, 245.400
-206.910, -664.048, 15.266, 245.800
-206.583, -665.534, 15.187, 246.200
-206.243, -667.009, 15.109, 246.600
-205.891, -668.474, 15.031, 247.000
-205.525, -669.927, 14.954, 247.400
-205.147, -671.369, 14.878, 247.800
-204.755, -672.799, 14.802, 248.200
-204.350, -674.218, 14.728, 248.600
-203.929, -675.625, 14.654, 249.000
-203.494, -677.020, 14.581, 249.400
-203.043, -678.401, 14.507, 249.800
-202.575, -679.770, 14.435, 250.200
-202.090, -681.124, 14.362, 250.600
-201.588, -682.465, 14.290, 251.000
-201.066, -683.790, 14.216, 251.400
-200.527, -685.100, 14.144, 251.800
-199.970, -686.396, 14.073, 252.200
-199.394, -687.675, 14.001, 252.600
-198.799, -688.937, 13.929, 253.000
-198.184, -690.181, 13.857, 253.400
-197.548, -691.407, 13.786, 253.800
-196.893, -692.615, 13.716, 254.200
-196.216, -693.802, 13.644, 254.600
-195.518, -694.969, 13.574, 255.000
-194.797, -696.113, 13.502, 255.400
-194.053, -697.234, 13.432, 255.800
-193.284, -698.330, 13.360, 256.200
-192.492, -699.400, 13.292, 256.600
-191.679, -700.445, 13.225, 257.000
-190.843, -701.463, 13.155, 257.400
-189.985, -702.454, 13.088, 257.800
-189.108, -703.419, 13.021, 258.200
